year,subject,question,a,b,c,d,e,answer
2021,thai,"ข้อใดเป็นประเด็นโต้แย้งของข้อความต่อไปนี้
โครงการ“ปล่อยยุงปรับแต่งพันธุกรรม” ของรัฐฟลอริดาสหรัฐอเมริกาที่จะ
ปล่อยยุงตัวผู้จำนวน๗๕๐ ล้านตัวสู่ธรรมชาติเพื่อช่วยลดการแพร่ระบาดของโรคที่
มียุงเป็นพาหะเช่นไข้เลือดออกไข้มาลาเรีย ฯลฯ ซึ่งปี ๒๕๖๓ในพื้นที่รัฐฟลอริดา
พบผู้ป่วยมากกว่า๕๐ ราย ค่าใช้จ่ายของโครงการนี้ในระยะยาวก็จะถูกกว่างบประมาณ
การกำจัดแหล่งเพาะพันธุ์ยุงลายที่ส่วนใหญ่เป็นการฉีดพ่นสารเคมีเฉลี่ยมากกว่า
ล้านดอลลาร์ต่อปีโครงการ“ปล่อยยุงปรับแต่งพันธุกรรม” ดังกล่าวแม้จะเป็น
ประโยชน์แต่เป็นการบิดเบือนวิถีธรรมชาติและยังไม่มีข้อพิสูจน์ว่าจะไม่กระทบ
ระบบนิเวศ นอกจากนี้ยังอาจทำให้เกิดการกลายพันธุ์ของยุงได้",การปล่อยยุงปรับแต่งพันธุกรรมมีผลกระทบต่อระบบนิเวศและสิ่งแวดล้อมจริงหรือ,โครงการปล่อยยุงปรับแต่งพันธุกรรมใช้งบประมาณน้อยกว่าการกำจัดแหล่งเพาะพันธุ์ยุงจริงหรือ,การปล่อยยุงปรับแต่งพันธุกรรมเพื่อลดการแพร่ระบาดของโรคที่มียุงเป็นพาหะเหมาะสมหรือไม่,การกำจัดแหล่งเพาะพันธุ์ยุงลายตามแบบเดิมมีอันตรายน้อยกว่าการปล่อยยุงปรับแต่งพันธุกรรมหรือไม่,การลดการแพร่ระบาดของโรคต่างๆด้วยการพ่นสารเคมีเพื่อกำจัดแหล่งเพาะพันธุ์ยุงลายเหมาะสมหรือไม่,c
2021,thai,ข้อใดมีลักษณะเป็นพรรณนาโวหาร,พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัวมีพระราชดำริให้ตัดถนนอย่างตะวันตกขึ้นเป็นครั้งแรกในพศ๒๔๐๔พระราชทานนามว่า“ถนนเจริญกรุง,ในรัชสมัยพระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัวทั้งรัฐบาลและเอกชนได้ร่วมกันตัดถนนหลายสายเพื่อประโยชน์ทั้งการสัญจรและการพาณิชย์,เมื่อมีถนนหนทางเพื่อการสัญจรแล้วการสร้างตึกแถวจึงเกิดขึ้น ๒ฟากถนน,ในเวลากลางคืนความสว่างตามท้องถนนมาจากตะเกียงน้ำมันซึ่งต่อมาเปลี่ยนเป็นไฟแก๊ส,กรุงเทพฯยามราตรีในยุคที่เริ่มมีไฟฟ้าใช้สว่างไสวราวกับกลางวันเชื้อเชิญให้ผู้คนออกมาเที่ยวเล่นอย่างสำราญใจ,e
2021,thai,"ข้อความต่อไปนี้ใช้วิธีอธิบายตามแบบได
แฟลชม็อบเริ่มต้นในประเทศตะวันตกคำนี้มาจากภาษาอังกฤษว่าflashmob
บางคนเรียกว่า ม็อบฉับพลันมักใช้เมื่อเกิดการรวมตัวของกลุ่มคนอย่างฉับพลัน
ดำรงอยู่ในช่วงเวลาสั้นๆแล้วสลายตัวไป เพื่อจุดประสงค์อย่างใดอย่างหนึ่งเช่น ใน
ต่างประเทศ จัดตั้งเพื่อแสดงออกทางศิลปะ เพื่อแสดงความคิดล้อเลียน เพื่อให้มี
ผลกระทบต่อความคิดความรู้สึกของผู้พบเห็นในประเทศไทยปัจจุบันนำคำนี้มาใช้
ด้วยจุดประสงค์เชิงพาณิชย์การโฆษณา และทางการเมือง",ชี้แจงตามลำดับขั้น,บอกที่มาและใช้ตัวอย่าง,นิยามและบอกแนวทางปฏิบัติ,กล่าวซ่าด้วยถ้อยคําแปลกออกไป,ชี้สาเหตุและผลลัพธ์ที่สัมพันธ์กัน,b
2021,thai,"ข้อใดเป็นประเด็นเนื้อเรื่องที่ไม่จำเป็นสำหรับการเขียนเรียงความเรื่อง
“ยาเสพติด พิษภัยสังคมไทย""",ประเภทยาเสพติด,ผลกระทบจากยาเสพติด,สาเหตุของปัญหายาเสพติด,แหล่งผลิตยาเสพติดของโลก,มาตรการป้องกันและปราบปรามยาเสพติด,d
2021,thai,"ข้อความต่อไปนี้ส่วนใดใช้ภาษาเหมาะสมกับรายงานเชิงวิชาการ
  ๑) การจะปลูกผักอะไรขายควรเช็คกับร้านขายเมล็ดพันธุ์ผักก่อน / ๒) จะได้รู้ว่า
ช่วงที่เราปลูกมีเมล็ดพันธุ์ชนิดไหนที่คนชอบซื้อ / ๓) ถ้าเมล็ดพันธุ์นั้นขายดีก็อย่า
ซื้อไปปลูกตามๆ กันนัก/ ๔) เพราะอีกไม่กี่วันข้างหน้าผักชนิดนั้นก็จะออกมามาก
จนล้นตลาด / ๕) นอกจากนี้ควรปลูกผักอย่างน้อย ๓ ชนิด เพื่อลดความเสี่ยงในการ
ขาดทุน",ส่วนที่ ๑,ส่วนที่ ๒,ส่วนที่ ๓,ส่วนที่ ๔,ส่วนที่ ๕,e
2021,thai,ข้อใดเขียนบรรณานุกรมไม่ถูกต้อง,"สุนทรโวหาร (ภู่), พระ. ๒๕๑๕ พระอภัยมณีคำกลอนของสุนทรภู่ กรุงเทพฯ :
สํานักพิมพ์บรรณาคาร",บรรจบ พันธุเมธา.,"ภาษาต่างประเทศในภาษาไทย กรุงเทพฯ :
สํานักพิมพ์มหาวิทยาลัยรามคำแหง","พัทยา สายหู, ดร..","กลไกของสังคม. กรุงเทพฯ : โรงพิมพ์จุฬาลงกรณ์
มหาวิทยาลัย",c
2021,thai,ข้อใดผู้พูดมีเจตนาบ่น,เมื่อวานมีข่าวพะยูนถูกใบพัดเรือมาเกยตื้นตายที่ชายหาดทุ่งทะเลกระบี่,วันไหนฝนตกหนักตอนเช้ามืดรถติดฉันไปโรงเรียนสายทุกทีไม่ดีเลย,ช่วงวันหยุดทุกคนในบ้านช่วยกันปลูกผักสวนครัวประหยัดรายจ่ายไปได้เยอะ,ตอนเป็นเด็กฉันมักขอพ่อแม่ออกไปเล่นสงกรานต์ตัวเปียกทั้งวันก็ไม่เห็นเป็นหวิดสักหน่อย,รู้ไหมว่าสวนสัตว์ดุสิตที่ปิดตัวเมื่อ 5 ปีก่อนย้ายสัตว์ไปไว้ที่ใหม่แถวรังสิตคลอง๕แล้ว,b
2021,thai,คำพูดของลูกตามข้อใดเหมาะที่จะใช้กับพ่อแม่,พ่อแม่ใจเย็นๆ ก่อนค่ะ ลองฟังความคิดของหนูให้จบก่อนแล้วอาจจะเข้าใจหนูดีขึ้นก็ได้,ทำไม พ่อกับแม่ต้องเป็นฝ่ายถูกเสมอล่ะครับพ่อแม่เอาแต่สังๆๆผมไม่ทนอีกต่อไปแล้วพอกันที,เดียวนะคะพ่อแม่ตามหนูทันไหมเนี่ยหนูจะเล่าช้าๆอีกครั้งแล้วกันจะได้ไม่ต้องเล่าซ้ำซากอีก,เหตุผลนำ มาซึ่งความถูกต้องผมก็มีเหตุผลของตัวเองเอาเป็นว่าพ่อกับแม่ต้องหัดฟังผมบ้างสิครับ,ไม่ ไม่ หนูไม่อยากฟังอะไรอีกแล้วค่ะ เบื่อมากไม่เห็นได้เรื่องเลย หนูจะประสาทกินอยู่แล้วนะคะ,a
2021,thai,คำที่มีรูปวรรณยุกต์ในข้อใดใช้รูปวรรณยุกต์กับเสียงวรรณยุกต์ตรงกันทุกคำ,แต่หวั่นว่าถ้าไปถึงเขตขัณฑ์,จะต้องเอาดีต่อจึงจะได้,ข้าจะได้ ไปเที่ยวสั่งการ,จึงสั่งให้เร่งรัดเรือน้อยใหญ่,สื่อนงค์นางฟ้าประหม่าใจ,b
2021,thai,คำในข้อใดใช้พยัญชนะสะกดตรงตามมาตราตัวสะกดทุกคำ,ปัจจุบันความรู้ทางวิทยาศาสตร์ก้าวหน้าไปมาก,จากที่กล่าวว่าโลกแบนตามความเชื่อยุคหนึ่ง,ทำให้สงครามยืดเยื้อเพราะความเชื่อของผู้นำสมัยนั้น,ด้วยสมมติฐานที่ผิดทำให้ไม่สามารถชนะฝ่ายที่ก้าวหน้ากว่า,แต่เมื่อพัฒนาความรู้ที่ถูกต้องก็เอาชนะฝ่ายตรงข้ามได้สำเร็จ,c
2021,thai,ข้อใดใช้ ลักษณนามไม่ถูกต้อง,พนักงานส่งอาหารแจกนามบัตรให้ลูกค้ากว่า ๑๐แผ่น,คนงานเสนอเงื่อนไขหลาย ข้อให้เจ้าของกิจการดำเนินการ,แม้จะขับเสภาตั้งหลายสิบบทเสียงของครูผู้ขับก็ยังคงเดิม,พราหมณ์หลายคนเข้าทำ พิธีวางศิลาฤกษ์เพื่อสร้างตึกใหม่,ตรงหัวเตียงมีกริ่งตัวหนึ่งไว้ให้คนไข้กดเมื่อต้องการขอความช่วยเหลือ,e
2021,thai,"ข้อความต่อไปนี้ส่วนใดมีการสะกดคำ ไม่ถูกต้อง
      ๑)  ต้นกระเจียวพบแพร่กระจายทั่วไปในป่าโปร่งและป่าเบญจพรรณ/
๒) การปลูกต้นกระเจียวใช้ปุ๋ยอินทรีหรือปุ๋ยมูลสัตว์เพราะสามารถดูดซึมธาตุ
อาหารได้เร็ว/ ๓) หน่ออ่อนกินกับน้ำพริกและยังมีสรรพคุณเป็นยาสมานแผล/
๔) ปัจจุบันมีผู้ปรับปรุงสายพันธุ์จนได้รับรางวัลการประกวดไม้ดอกนา ๆ ชาติ
ในงานพืชสวนโลก/ ๕) ในช่วงหน้าฝนนักท่องเที่ยวนิยมไปชมทุ่งดอกกระเจียว
ซึ่งมีภูมิทัศน์งามตา",ส่วนที่ ๑ และส่วนที่ ๓,ส่วนที่ ๒ และส่วนที่ ๔,ส่วนที่ ๓  และส่วนที่ ๕,ส่วนที่ ๔ และส่วนที่ ๑,ส่วนที่ ๕ และส่วนที่ ๒,b
2021,thai,คำที่ขีดเส้นใต้ในข้อใดใช้ผิดความหมาย,ร้านเราทำเส้นบะหมี่เองจึงเหนียวและนุ่มนวลมาก,เจ้าของสวนเกษตรครบวงจรขายพืชผักจนมีฐานะดีพอใช้,ขโมยทำ ทีว่ารู้จักกับหลานชายเพื่อที่คุณยายจะได้ไว้ใจให้เข้าไปในบ้าน,คณะกรรมการนักเรียนมีการประชุมเพื่อรับฟังความคิดของสมาชิกเสมอ,ในการทำงานเราไม่ควรยึดมั่นตัวบุคคลแต่ควรพิจารณาผลงานเป็นสำคัญ,a
2021,thai,สถานการณ์ตามข้อใดมีความหมายตรงกับสำนวน “ชื้นกบนปลายไม้“,สมศักดิ์ผิดหวังที่ประกวดเรียงความได้รางวัลชมเชยเท่านั้นบ่นว่าไม่น่าชี้นกบนปลายไม้เลย,สมศรีอุตส่าห์ท่องหนังสืออย่างหนักแต่ก็ยังได้เพียงอันดับ๓ของห้อง อย่างนี้เขาเรียกว่าชี้นกบนปลายไม้,สมจิตเปรยกับแม่หลายครั้งว่าอยากได้โทรศัพท์มือถือเผื่อแม่จะซื้อให้หลังสอบเสร็จสมจิตนี่ชี้นกบนปลายไม้นะ,สมใจได้เงินรางวัลมาก้อนหนึ่งจึงชวนเพื่อน ไปเลือกซื้อเสื้อสวย ๆคราวนี้จะได้ชี้นกบนปลายไม้สักที,สมหญิงรบเร้าพ่อทุกวันว่าเธออยากได้รถยนต์ไว้ขับเองทั้งๆที่ยังเป็นนักเรียนม ต้นอยู่เลย เขาเรียกว่าชี้นกบนปลายไม้,e
2021,thai,"ข้อความต่อไปนี้ส่วนใดเป็นประโยคสามัญ
๑) ไก่พื้นเมืองเป็นสินค้าที่เพิ่มมูลค่าทางการเกษตร/ ๒) ไก่พื้นเมืองแต่ละ
สายพันธุ์มีจุดเด่นเฉพาะตัว/ ๓) ไก่ชนิดนี้ขยายพันธุ์ได้ในสภาพแวดล้อมของ
ชนบท/ ๔) นอกจากเป็นแหล่งอาหารโปรตีนของชาวบ้านแล้วยังสร้างรายได้
ในครัวเรือนอีกด้วย/ ๕) ไก่พื้นเมืองจึงเหมาะที่จะพัฒนาเพื่อใช้ประโยชน์อย่างยั่งยืน",ส่วนที่ ๑ และ ส่วนที่ ๒,ส่วนที่ ๒ และ ส่วนที่ ๓,ส่วนที่ ๓ และ ส่วนที่ ๔,ส่วนที่ ๔ และ ส่วนที่ ๕,ส่วนที่ ๕ และ ส่วนที่ ๑,b
2021,thai,"ข้อความต่อไปนี้ส่วนใดไม่เป็นประโยค
๑) เมื่อเราศึกษาได้ว่าอะไรคือต้นเหตุที่ทำให้เกิดมลพิษภายในอาคาร ก็ต้องกำจัด
ออกเสีย/ ๒) อุปกรณ์เครื่องใช้ต่างๆ เช่นเครื่องถ่ายเอกสาร เครื่องคอมพิวเตอร์
เครื่องดูดฝุ่น/ ๓) ควรขยับขยายหรือย้ายเครื่องออกไปจากที่ที่พนักงานนั่งรวมกันอยู่/
๔) พยายามอย่าให้มีเครื่องคอมพิวเตอร์อยู่รอบตัวมากเกินไป/ ๕) สิ่งเหล่านี้ต้องมีการศึกษาในรายละเอียดก่อนลงมือทํา",ส่วนที่ ๑,ส่วนที่ ๒,ส่วนที่ ๓,ส่วนที่ ๔,ส่วนที่ ๕,b
2021,thai,ข้อใดใช้ภาษากำกวม,จากรายงานพบว่าการคำนวณความเร็วรถของนักวิชาการยังขาดความแม่นยำ,คำว่าพรุ เป็นคำ สามัญที่ชาวบ้านทางภาคใต้ใช้เรียกบริเวณที่ลุ่ม มีน้ำ แช่ขังมาก,กรมสุขภาพจิตแนะนำ พ่อแม่ผู้ปกครองให้เสริมสร้างพัฒนาการเด็กด้วยการเล่านิทาน,เจ้าหน้าที่ดับเพลิงเร่งหาทางควบคุมไฟป่าที่ลุกลามเข้าใกล้แหล่งที่มีประชากรหนาแน่น,นกกระจอกเทศเป็นสัตว์สองขาที่วิ่งเร็วที่สุดในโลกด้วยความเร็วสูงสุดเกือบ๗๐ กิโลเมตรต่อชั่วโมง,a
2021,thai,"ข้อความต่อไปนี้มีคำทับศัพท์ภาษาอังกฤษกี่คำ
บิตคอยน์เป็นชื่อสกุลเงินอิเล็กทรอนิกส์ประเภทหนึ่ง หรืออาจเรียกว่าเงินตรา
เข้ารหัสลับ หมายถึงสินทรัพย์ดิจิทัลที่ใช้เป็นสื่อกลางในการทำ ธุรกรรมออนไลน์
โดยใช้วิทยาการเข้ารหัสลับสำหรับรับประกันความถูกต้องของธุรกรรมนั้น
นักพัฒนาซอฟต์แวร์ที่ใช้นามแฝงเป็นผู้คิดค้นสกุลเงินดังกล่าว",๔ คำ,๕ คำ,๖ คำ,๗ คำ,๘ คำ,b
2021,thai,"ข้อความต่อไปนี้ส่วนใดใช้คำยืมจากภาษาบาลีสันสกฤตมากที่สุด
    ๑) มนุษย์เริ่มต้นใช้สีสันเพื่อบำบัดร่างกายและจิตใจมาตั้งแต่โบราณแล้ว/
๒) พวกเขาสามารถเล่นสีแสงเงาอย่างงดงามในโบสถ์และวิหาร/ ๓) จากนั้นก็
พัฒนาสืบมาจนถึงสมัยจีนและอินเดีย/ ๔) ต่อมาเราเรียนรู้ว่าแสงอาทิตย์ที่สาดส่อง
จนทำให้เกิดสีสันนั้นไม่ได้มีเพียงสีเดียว/ ๕) แต่ประกอบไปด้วยสีพื้นฐานอยู่ ๓ สี
หรือที่เรียกว่าสีรุ้ง",ส่วนที่ ๑,ส่วนที่ ๒,ส่วนที่ ๓,ส่วนที่ ๔,ส่วนที่ ๕,a
2021,thai,"ข้อความต่อไปนี้ส่วนใดไม่มีคำสมาส
 ๑) พระเจ้าอเล็กซานเดอร์มหาราชได้สร้างเมืองอเล็กซานเดรียไว้ที่ปากแม่น้ำไนล์/
๒) เมืองนี้เป็นศูนย์กลางการค้าขายและการเล่าเรียนในแถบเมดิเตอร์เรเนียน/
๓) วัฒนธรรมของอียิปต์และกรีกได้แพร่ขยายเข้าไปในเมืองอเล็กซานเดรีย
มีห้องสมุดใหญ่โตสร้างไว้ที่นั่น/ ๔) นักวิจัยจากที่ต่างๆได้เดินทางไปศึกษาวิชาการ
จากห้องสมุดแห่งนี้/ ๕) มีเอกสารจำนวนมากที่เขียนด้วยลายมือของผู้เป็นเจ้าของ",ส่วนที่ ๑,ส่วนที่ ๒,ส่วนที่ ๓,ส่วนที่ ๔,ส่วนที่ ๕,b
2021,thai,"ข้อความต่อไปนี้มีการใช้คำซ้อนกี่คำ
ในยุคที่สามารถแบ่งปันความทรงจำดีๆ ผ่านภาพถ่ายไว้บนโลกออนไลน์ได้
อย่างฉับไวนั้นแหล่งธรรมชาติที่สวยงามทั้งในยามเห็นด้วยตาเปล่าและในยามที่มอง
ผ่านเลนส์กล้องถ่ายรูป คงเป็นสิ่งที่ทำให้การเดินทางเพื่อท่องเที่ยวของหลาย ๆคน
สนุกมากขึ้น",๒ คำ,๓ คำ,๔ คำ,๕ คำ,๖ คำ,c
2021,thai,ข้อใดไม่มีคำประสม,ฟักทองมีสารที่ช่วยบำรุงสายตาได้เป็นอย่างดี,นักจิตวิทยามักจะมีแง่มุมในการซักถามเพื่อให้ได้ข้อมูล,แร่ธาตุหลายชนิดในตับของสัตว์เป็นประโยชน์ต่อร่างกาย,ในกะทิมีกรดลอริกซึ่งช่วยสร้างภูมิคุ้มกันเชื้อโรคต่าง ๆได้,หมู่บ้านนี้มีตลาดขายของสดตั้งแต่เช้าจนถึงเย็นอยู่หลายแห่ง,c
2021,thai,"ราชาศัพท์ตามข้อใดเหมาะที่จะเติมลงในช่องว่างของข้อความต่อไปนี้
นางมณี สมโชติเข้าเฝ้าทูลละอองพระบาทสมเด็จพระกนิษฐาธิราชเจ้า
กรมสมเด็จพระเทพรัตนราชสุดาฯสยามบรมราชกุมารี ทีดินจํานวน
๑๒ไร่เพื่อทรงใช้ตามพระราชอัธยาศัย",ทูลเกล้าฯถวาย,น้อมเกล้าฯถวาย,ขอพระราชทานทูลถวาย,ขอพระราชทานน้อมถวาย,ขอพระราชทานทูลเกล้าถวาย,b
2021,thai,"ข้อใดมีคําศัพท์ที่มีความหมายไม่ตรงกับคําที่ขีดเส้นใต้ต่อไปนี้
ประจัญบานข้าศึกคึกคะนอง",คุมพหลราญรอนปรปักษ์,ถึงยากเย็นเป็นทาสปัจจามิตร,ถึงทุ่งกว้างแลไปล้วนไพร,แม้นรู้ว่าศัตรูอยู่เมืองไหน,ยินเสียงทหารโห่ทั้งโยธา,e
2021,thai,ข้อใดมีการเชื่อมโยงความรู้สึกของผู้แต่งกับสิ่งที่พบเห็นระหว่างทาง,โอ้อกอาดูรโดย เทวษด้วย,เสียดายสายสวาทโอ้ อาวรณ์,อกพี่นี้ชอกช้ำ เช่นอ้อยย่อยระยำ,จ่าจากพรากพลัดนาน ทิ้งพีหนีเอย,เงียบเหงาเปล่าเปลี่ยวทรวง แสนโศก,c
2021,thai,ข้อใดไม่แสดงความเชื่อ,ลิ้นกับฟันอยู่ด้วยกันเป็นอัตรา ลางเวลาก็กระทบกระทั่งกัน,เณรแก้วประสิทธิ์วิทยา เป่ามหาละลวยลมประสมนาง,แล้วพี่จะเสกประสมว่าน ให้ทนทานอาวุธเป็นถ้วนถี่,ขับพรายร่ายเวทสะกดคน นอนกรนหลับเพ้อละเมอฝัน,พี่คิดผิดจึงติดถึงขอคา เป็นเวราเคราะห์กรรมนําไป,a
2021,thai,"ศิลปะการประพันธ์ตามข้อใดไม่ปรากฏในคำ ประพันธ์ต่อไปนี้
ปลาทูชื่อดูชวน หวนคํานึงถึงเคหา
คํานึงถึงแก้วตา พธูน้อยผู้กลอยใจ",การซ้ำคำ,การหลากคำ,การเล่นสัมผัส,การใช้ภาพพจน์,การเล่นเสียงหนักเบา,e
2021,thai,คำประพันธ์ต่อไปนี้ข้อใดมีแต่สัมผัสพยัญชนะไม่มีสัมผัสสระ,สอดใส่ฉลององค์อลงการ์,ประดับดอกบุษราคัมน้ำเหลือง,ตามทิศทับทรวงดวงกุดัน,งามเงาเนาวรัตน์จำรัสพราย,สนับเพลาเชิงช่อเฉิดฉิน,e
2021,thai,"ใช้คำประพันธ์ต่อไปนี้ตอบคำถามข้อ๕๗– ๕๘
๑) ยกสองมือเป็นสัญญาณยิงปืนไฟ ต่างลดใบโบกธงเข้ายงยุทธ์
๒) หากรบรับสัประยุทธ์ถึงจุดไฟ คงแก้ไขขัดสนจนปัญญา
๓) ชาวด่านต่างตระหนกทั้งนายไพร่ พวกโจรไล่แทงยิงลงกลิ้งกลาด
๔) ชาวนครเขาก็คงจะสงคราม พ่อขอให้ตามทัพกลับมาก่อน
๕) ปืนฝรั่งอังกฤษติดจะแรง ยิงกำแพงด่านกลจนพังครืน

คําประพันธ์ข้อใดมีจินตภาพด้านเสียง",ข้อ ๑,ข้อ ๒,ข้อ ๓,ข้อ ๔,ข้อ ๕,e
2021,thai,"ใช้คำประพันธ์ต่อไปนี้ตอบคำถามข้อ๕๗– ๕๘
๑) ยกสองมือเป็นสัญญาณยิงปืนไฟ ต่างลดใบโบกธงเข้ายงยุทธ์
๒) หากรบรับสัประยุทธ์ถึงจุดไฟ คงแก้ไขขัดสนจนปัญญา
๓) ชาวด่านต่างตระหนกทั้งนายไพร่ พวกโจรไล่แทงยิงลงกลิ้งกลาด
๔) ชาวนครเขาก็คงจะสงคราม พ่อขอให้ตามทัพกลับมาก่อน
๕) ปืนฝรั่งอังกฤษติดจะแรง ยิงกำแพงด่านกลจนพังครืน

เนื้อความตามข้อใดแสดงอารมณ์",ข้อ ๑,ข้อ ๒,ข้อ ๓,ข้อ ๔,ข้อ ๕,c
2021,thai,"คำประพันธ์ต่อไปนี้ใช้ภาพพจน์ตามข้อใด
อันชาติใดไร้ช่างชำนาญศิลป์ เหมือนนารินไร้โฉมบรรโลมสง่า
ใครใครเห็นไม่เป็นที่จำเริญตา เขาจะพากันเย้ยให้อับอาย",อุปมา,อุปลักษณ์,สัญลักษณ์,ลัทพจน์,บุคคลวัต,a
2021,thai,"ข้อใดเป็นแนวคิดของคำ ประพันธ์ต่อไปนี้
ถึงบางพรมพรหมมีอยู่สี่พักตร์ คนรู้จักแจ้งจิตทุกทิศา
ทุกวันนี้มีมนุษย์อยุธยา เป็นร้อยหน้าพันหน้ายิ่งกว่าพรหม",บางคนมีจิตใจไม่หนักแน่นเหมือนพระพรหม,บางคนไว้ใจไม่ได้เพราะมักหลอกลวงและเจ้าเล่ห์,ในเมืองหลวงมีคนจำนวนมหาศาลเป็นเรื่องธรรมดา,ทุกคนรู้กันทั่วว่าที่บางพรมมีพระพรหมซึ่งมี 4หน้า,คนทั่วไปรู้ดีว่าพระพรหมผิดกว่ามนุษย์ธรรมดาเพราะมี 4 หน้า,b
2021,thai,พาดหัวข่าวข้อใดไม่มีการแสดงความคิดเห็น,อึ้งเกษตรกรไทยทรุดหนัก,หนี ตร. ฝ่าไฟแดงชนแหลก,มั่นใจทัวร์ทะลักหลังเปิด ปท.,หลาย จว. พร้อมรับมือภัยแล้ง,ทุ่ม,d
2021,thai,"คำประพันธ์ต่อไปนี้กล่าวถึงเรื่องใดเป็นสำคัญ
น้อยน้อยพลอยชื่น ชมไพร
ครึมครึกพฤกษาไสว แว่นแคว้น
ผลิดอกออกผลใบ 4ระบัดชีนรีนเอย
รอกกระแตแลแหลัน โลดเต้นเผ่นผยอง",ความน่าพิศวงของป่าไม้,บรรยากาศที่มีทั้งมืดครึมและสดใส,ดินแดนทีมีพรรณ ไม้งดงามน่าประทับใจ,ความสุขท่ามกลางพรรณไม้และสัตว์ตัวน้อย,ความหลากหลายของป่าไม้และสัตว์ขนาดเล็ก,d
2021,thai,"เวลาเช้าตรู่ที่อากาศเย็นเรามักสังเกตเห็นหยดน้ำ เกาะอยู่ตามใบหญ้า
เพราะอุณหภูมิของอากาศลดต่ำลงจนทำให้ไอน้ำ กลั่นตัวเป็นน้ำ ได้เราเรียก
“จุดน้ำค้าง” หากจุดน้ำค้างมีค่าสูงนั่นคือปริมาณน้ำ ในอากาศขณะนั้นมีมาก

ข้อความข้างต้นมีคำบุพบทกี่คำ",๑ คำ,๓ คำ,๔ คำ,๕ คำ,๖ ค่า,b
2021,thai,"คำประพันธ์ต่อไปนี้นำเสนอความคิดเรื่องใดเป็นสำคัญ
เมฆใสทะเลสงัด เพียงลมพัดพายุเยือน
สุขทุกข์ก็มาเตือน เหมือนกงล้อฤดูกาล",คุณค่าของเวลา,การควบคุมอารมณ์,การเอาชนะอุปสรรค,ความแปรปรวนของชีวิต,ประสบการณ์ในโลกกว้าง,d
2021,thai,"ข้อใดเรียงลำดับข้อความต่อไปนี้ได้ถูกต้อง 
๑ กระชังขนาด๕× ๖ม ลึก๒.๕ม จะเลี้ยงลูกปลาได้๑๐๐๐ตัว
๒ การเลี้ยงปลาแรดในกระชังเริ่มจากการเพาะขยายพันธุ์ปลา
๓ ปลาแรดต้องใช้เวลาเลี้ยง๑ปี๖เดือนจึงจะจับขายได้
๔ ลูกปลาแรดเมื่อมีขนาด๕-๑๐ซม จะนำ ไปเลี้ยงในกระชัง
๕ อาหารที่ใช้เลี้ยงลูกปลาคือพืชผักผลไม้สุกและอาหารเม็ด",๒-๑-๓-๔-๕,๒-๔-๑-๕-๓,๓-๕-๔-๑-๒,๓-๔-๒-๕-๑,๔-๑-๕-๓-๒,b
2021,thai,"ข้อใดไม่สอดคล้องกับข้อความต่อไปนี้
วิตามินดีช่วยสร้างความทนทานให้กระดูกไม่แตกหักง่ายนอกจากนั้นยังช่วย
ชะลอวัยของผิวพรรณได้อีกด้วยมีการศึกษาพบว่าระดับวิตามินดีต่ำ เกี่ยวข้องกับ
การบวมหรือความหย่อนยานการมีรูขุมขนขยายและการเกิดซีสต์บนผิวหนัง
ดังนั้นวิตามินดีจึงเป็นตัวช่วยสำคัญในการสร้างผิวหนังและกล้ามเนื้อให้แข็งแรง
และควบคุมให้มีการเปลี่ยนแปลงอย่างเหมาะสมตามวัย",ผู้ได้รับวิตามินดีเป็นประจำ จะทำให้กระดูกแข็งแรง,ถ้าร่างกายขาดวิตามินดีกล้ามเนื้อจะเสื่อมสภาพเร็ว,ผิวพรรณที่ผุดผ่องเป็นผลจากการได้รับวิตามินดีพอเพียง,หากร่างกายมีระดับวิตามินดีจะทำให้เกิดการบวมและมีซีสต์บนผิวหนัง,วิตามินดีมีความจำเป็นต่อร่างกาย ทำให้ผิวพรรณสวยงามเสมอแม้ในวัยชรา,e
2021,thai,ข้อใดมีการแสดงทรรศนะ,ฝุ่นละอองพีเอ็ม,๕เป็นอนุภาคขนาดเล็กที่มีเส้นผ่านศูนย์กลางเฉลี่ยน้อยกว่า,๕ ไมโครเมตรไม่สามารถมองเห็นได้ด้วยตาเปล่า,สาเหตุมาจากหลายปัจจัยเช่นโรงผลิตไฟฟ้าไฟไหม้ป่าการเผาขยะไอเสียจากรถยนต์รวมถึงควันบุหรี่,กรุงเทพฯมีลักษณะเป็นแอ่งกระทะมีตึกสูงรายล้อมทำให้เกิดการสะสมของฝุ่นละอองพีเอ็ม,e
2021,thai,"ใช้ข้อความต่อไปนี้ตอบคำถามข้อ ก และข้อ ข
กรรมการ : ดิฉันขอเสนอประเด็นเพิ่มเติมเพื่อ.............เพียงเท่านี้ ขอบคุณ ค่ะ
ประธาน : เอาละครับนับตั้งแต่การประชุมครั้งที่แล้วมีผู้เสนอประเด็นใน
เรื่องนี้ไว้หลายประเด็นรวมกับของวันนี้อีก๒ประเด็นน่าจะครบถ้วนแล้วเราจะ
นำมาปรึกษากันในที่ประชุมนี้ทีละประเด็นครับ

คำใดเหมาะจะเติมลงในช่องว่างข้างต้น",ลงมติ,รับรอง,รายงาน,พิจารณา,ให้รับทราบ,d
